sensor,sample_index,Acc_X,Acc_Y,Acc_Z
Wrist,0,4.741943,7.110095,1.563472
Wrist,1,4.686837,7.204205,1.49659
Wrist,2,4.732749,7.297116,1.494192
Wrist,3,4.727659,7.281393,1.419391
Wrist,4,4.763618,7.348024,1.398665
Wrist,5,4.704141,7.425825,1.460853
Wrist,6,4.738977,7.51866,1.4373
Wrist,7,4.803546,7.541947,1.353112
Wrist,8,4.859733,7.524949,1.305528
Wrist,9,4.855275,7.479461,1.194614
Wrist,10,4.795812,7.53418,1.140633
Wrist,11,4.896776,7.782437,1.151225
Wrist,12,4.85964,8.09135,1.208806
Wrist,13,4.779857,8.324542,1.235359
Wrist,14,4.669504,8.538782,1.269436
Wrist,15,4.727805,8.61151,1.243872
Wrist,16,4.707199,8.668079,1.203747
Wrist,17,4.766926,8.883982,1.24485
Wrist,18,4.65693,9.108054,1.324274
Wrist,19,4.627527,9.216586,1.398123
Wrist,20,4.585172,9.242501,1.444476
Wrist,21,4.516667,9.228276,1.530997
Wrist,22,4.435594,9.143873,1.536873
Wrist,23,4.435686,9.081837,1.582453
Wrist,24,4.451053,8.945178,1.644339
Wrist,25,4.437902,8.943828,1.729606
Wrist,26,4.369915,8.90194,1.829549
Wrist,27,4.232593,8.893034,1.929414
Wrist,28,4.123917,8.88964,2.078133
Wrist,29,4.140638,8.775601,2.042395
Wrist,30,4.062168,8.489196,1.975906
Wrist,31,4.101848,8.331159,1.867384
Wrist,32,4.022295,8.152204,1.816618
Wrist,33,4.032246,8.248146,1.793117
Wrist,34,3.990989,8.322035,1.747874
Wrist,35,3.966813,8.353731,1.630554
Wrist,36,3.89833,8.377431,1.565737
Wrist,37,3.868706,8.459644,1.558049
Wrist,38,3.857402,8.522824,1.47762
Wrist,39,3.767665,8.529242,1.444857
Wrist,40,3.634547,8.570397,1.438961
Wrist,41,3.405245,8.481851,1.376824
Wrist,42,3.26659,8.332105,1.325485
Wrist,43,3.167882,8.141308,1.234396
Wrist,44,3.429534,8.114735,1.4044
Wrist,45,3.531593,8.062927,1.503859
Wrist,46,3.385018,7.860248,1.592309
Wrist,47,3.073469,7.733477,1.709368
Wrist,48,2.927194,7.441436,1.7471
Wrist,49,2.786582,7.235503,1.714687
Wrist,50,2.55073,7.020748,1.810126
Wrist,51,2.301832,6.934429,1.772902
Wrist,52,2.565006,6.95737,1.847713
Wrist,53,3.063404,7.124984,1.776429
Wrist,54,3.113695,7.766033,1.890295
Wrist,55,2.908388,7.96159,2.00509
Wrist,56,2.825066,7.910771,2.110771
Wrist,57,3.06083,8.045021,1.966647
Wrist,58,3.151077,7.9749,1.847434
Wrist,59,3.424295,7.807778,1.737568
Wrist,60,3.718343,7.501576,1.55358
Wrist,61,3.792373,7.083326,1.404163
Wrist,62,3.654787,6.786862,1.346715
Wrist,63,3.393442,6.724046,1.380014
Wrist,64,3.177765,6.912653,1.43979
Wrist,65,2.889196,7.132603,1.639437
Wrist,66,2.893195,7.472765,1.672025
Wrist,67,2.970945,7.696268,1.616228
Wrist,68,3.093432,8.029019,1.470669
Wrist,69,3.015701,8.348354,1.615101
Wrist,70,2.874934,8.334375,1.671258
Wrist,71,2.677828,8.310752,1.662693
Wrist,72,2.545549,8.174243,1.59587
Wrist,73,2.747529,8.419838,1.688444
Wrist,74,3.238208,8.910303,1.773583
Wrist,75,3.859421,9.451301,2.166262
Wrist,76,4.31372,9.820021,2.516197
Wrist,77,4.340572,9.961951,2.877518
Wrist,78,4.172943,9.851998,3.148189
Wrist,79,3.880074,9.354878,3.231751
Wrist,80,3.522283,8.821671,3.3403
Wrist,81,3.139953,8.517789,3.365523
Wrist,82,2.682181,8.271089,3.536985
Wrist,83,2.317108,8.032638,3.77565
Wrist,84,2.149379,7.727647,3.880112
Wrist,85,1.919309,7.157334,3.988099
Wrist,86,1.719351,6.520476,3.994302
Wrist,87,1.776077,6.298565,4.01171
Wrist,88,1.739692,6.507923,4.143143
Wrist,89,1.345253,7.065605,4.342483
Wrist,90,0.785816,8.182403,4.512257
Wrist,91,-0.142125,10.134129,4.858021
Wrist,92,-0.667577,11.623653,5.463542
Wrist,93,-0.374871,12.267043,5.699226
Wrist,94,-0.216954,12.539969,5.849705
Wrist,95,-0.322624,12.609505,6.10524
Wrist,96,-0.254667,12.807814,6.253031
Wrist,97,-0.518721,12.886108,6.380116
Wrist,98,-0.876852,13.096247,6.398773
Wrist,99,-1.404847,13.403131,6.624455
Wrist,100,-1.907066,13.602067,6.860255
Wrist,101,-2.101112,13.507887,7.002548
Wrist,102,-2.022958,13.08972,6.898654
Wrist,103,-2.171023,12.317932,6.84582
Wrist,104,-1.89238,12.522821,6.922768
Wrist,105,-1.848932,13.914317,7.921488
Wrist,106,-1.655288,13.601787,7.854135
Wrist,107,-1.293775,12.509436,7.530048
Wrist,108,-0.783443,11.604286,6.856971
Wrist,109,-0.55596,10.462378,6.335944
Wrist,110,-0.605112,9.409341,5.790828
Wrist,111,-0.638498,8.785769,5.295465
Wrist,112,-0.763049,8.406601,5.121324
Wrist,113,-0.928907,8.286821,5.005713
Wrist,114,-1.131926,8.370507,4.942642
Wrist,115,-1.39106,8.471754,5.021494
Wrist,116,-1.597156,8.593352,5.167415
Wrist,117,-1.633512,8.564605,5.171018
Wrist,118,-1.680774,8.554396,5.182155
Wrist,119,-1.774884,8.430928,5.243151
Wrist,120,-1.933583,8.273999,5.289319
Wrist,121,-2.011684,8.115947,5.433521
Wrist,122,-2.110785,8.030121,5.541249
Wrist,123,-2.146256,7.928129,5.560706
Wrist,124,-2.182082,7.71853,5.556254
Wrist,125,-2.154256,7.637159,5.439477
Wrist,126,-2.222045,7.49705,5.43672
Wrist,127,-2.367582,7.355133,5.588607
Wrist,128,-2.374193,7.41457,5.40136
Wrist,129,-2.496248,7.565126,5.360424
Wrist,130,-2.540366,7.657857,5.242304
Wrist,131,-2.42901,7.789221,5.192437
Wrist,132,-2.21557,7.942675,5.143766
Wrist,133,-2.082852,8.042987,5.16959
Wrist,134,-1.790627,8.034899,5.302229
Wrist,135,-1.703106,8.175033,5.561847
Wrist,136,-1.535917,8.415236,5.911318
Wrist,137,-1.086579,8.674514,6.26015
Wrist,138,-0.759816,9.034691,6.84693
Wrist,139,-0.618184,9.11856,7.183782
Wrist,140,-0.312043,8.959428,7.302376
