sensor,sample_index,Acc_X,Acc_Y,Acc_Z
Wrist,0,1.834853,10.532643,2.179613
Wrist,1,1.624935,10.66712,2.136177
Wrist,2,1.524852,11.156476,2.162087
Wrist,3,1.371746,11.770192,2.273469
Wrist,4,1.317685,12.142776,2.261888
Wrist,5,1.1906,12.223812,2.089369
Wrist,6,1.092179,12.198099,1.949793
Wrist,7,1.029249,12.038874,1.937886
Wrist,8,1.114014,12.25872,2.119063
Wrist,9,1.209737,12.382143,2.225707
Wrist,10,1.265677,12.198016,2.196158
Wrist,11,1.16258,11.82228,2.155189
Wrist,12,1.094906,11.406443,2.170747
Wrist,13,1.050627,11.154702,2.183612
Wrist,14,0.980561,11.253968,2.277379
Wrist,15,0.979097,11.31855,2.309098
Wrist,16,0.964846,11.291399,2.256008
Wrist,17,0.883713,11.245398,2.254017
Wrist,18,0.94494,10.902963,2.188085
Wrist,19,0.978367,10.739306,2.118112
Wrist,20,0.865869,10.534899,2.05858
Wrist,21,0.728877,10.460489,2.07654
Wrist,22,0.655272,10.366218,1.966549
Wrist,23,0.614391,10.240517,1.951926
Wrist,24,0.49211,10.117461,1.860464
Wrist,25,0.42414,10.030849,1.793126
Wrist,26,0.39872,9.847356,1.783727
Wrist,27,0.449559,9.710062,1.771579
Wrist,28,0.399006,9.72354,1.822904
Wrist,29,0.273778,9.795864,1.796036
Wrist,30,0.233319,9.839024,1.891194
Wrist,31,0.248685,9.853688,1.825949
Wrist,32,0.233853,9.817164,1.760024
Wrist,33,0.35043,9.744476,1.810645
Wrist,34,0.319702,9.612993,1.714544
Wrist,35,0.267329,9.480675,1.672168
Wrist,36,0.257948,9.495538,1.656242
Wrist,37,0.228999,9.568074,1.643905
Wrist,38,0.218794,9.477712,1.558862
Wrist,39,0.185498,9.563459,1.523738
Wrist,40,0.161521,9.525634,1.498558
Wrist,41,0.18845,9.514975,1.459001
Wrist,42,0.156943,9.482105,1.378304
Wrist,43,0.108458,9.468482,1.366078
Wrist,44,0.039609,9.385188,1.281847
Wrist,45,0.120627,9.464338,1.258659
Wrist,46,0.18411,9.575682,1.281841
Wrist,47,0.241291,9.679078,1.27135
Wrist,48,0.232467,9.787386,1.324113
Wrist,49,0.32017,9.89565,1.346096
Wrist,50,0.284403,9.939985,1.423966
Wrist,51,0.413796,9.954086,1.45087
Wrist,52,0.460242,10.042591,1.527257
Wrist,53,0.493457,10.150698,1.672967
Wrist,54,0.586575,10.199813,1.751865
Wrist,55,0.675974,10.240778,1.796348
Wrist,56,0.704439,10.391123,1.820401
Wrist,57,0.789206,10.44954,1.783363
Wrist,58,0.990519,10.542534,1.64203
Wrist,59,1.253012,10.786746,1.606624
Wrist,60,1.457717,11.222766,1.649046
Wrist,61,1.556834,11.517985,1.721451
Wrist,62,1.716597,11.850982,1.754038
Wrist,63,1.958546,12.126256,1.807226
Wrist,64,2.25361,12.063502,1.782274
Wrist,65,2.390627,12.033175,1.761192
Wrist,66,2.499532,11.92861,1.730344
Wrist,67,2.743948,11.855482,1.684099
Wrist,68,2.903545,11.694856,1.619788
Wrist,69,2.936586,11.598706,1.59402
Wrist,70,2.998027,11.619905,1.544428
Wrist,71,2.924727,11.722593,1.569015
Wrist,72,2.903934,11.872931,1.590444
Wrist,73,3.011709,11.771096,1.70085
Wrist,74,3.224373,11.563888,1.735307
Wrist,75,3.493361,11.257103,1.754884
Wrist,76,3.546619,10.752257,1.57224
Wrist,77,3.399826,10.347159,1.337595
Wrist,78,3.474166,10.082765,1.170472
Wrist,79,3.603109,9.947397,0.984245
Wrist,80,3.606095,9.770887,0.803471
Wrist,81,3.64825,9.672414,0.610294
Wrist,82,3.741731,9.601881,0.548295
Wrist,83,3.902785,9.551015,0.563159
