sensor,sample_index,Acc_X,Acc_Y,Acc_Z
Wrist,0,1.395805,10.351386,3.013696
Wrist,1,1.327793,10.466975,2.87032
Wrist,2,1.101597,10.635121,2.800104
Wrist,3,0.960834,10.731761,2.615955
Wrist,4,0.84111,10.860848,2.50498
Wrist,5,0.868703,10.983337,2.427008
Wrist,6,0.973163,10.85213,2.374355
Wrist,7,0.764761,10.914199,2.747452
Wrist,8,0.530796,12.289274,3.188095
Wrist,9,0.576309,12.632666,3.453673
Wrist,10,0.694017,12.628412,3.383875
Wrist,11,0.881288,12.111514,3.33281
Wrist,12,1.228359,12.454715,3.598971
Wrist,13,1.508612,12.119086,3.479602
Wrist,14,1.393558,11.60521,3.5191
Wrist,15,1.434236,10.945026,3.487341
Wrist,16,1.276486,10.303467,3.399697
Wrist,17,1.088181,9.654591,3.384762
Wrist,18,0.914623,9.397324,3.270523
Wrist,19,0.673582,9.302495,3.266727
Wrist,20,0.563469,9.210032,3.1464
Wrist,21,0.452506,9.314196,3.0302
Wrist,22,0.281382,9.398009,3.045746
Wrist,23,0.257014,9.440859,2.853645
Wrist,24,0.194717,9.421321,2.76889
Wrist,25,0.164193,9.41045,2.676152
Wrist,26,0.060527,9.508078,2.685867
Wrist,27,0.066014,9.648542,2.717789
Wrist,28,0.097558,9.60378,2.767894
Wrist,29,0.199563,9.594132,2.777663
Wrist,30,0.284259,9.767769,2.842552
Wrist,31,0.325898,9.792077,2.924785
Wrist,32,0.241792,9.742238,3.018801
Wrist,33,0.312624,9.723952,3.03596
Wrist,34,0.341493,9.610087,3.012088
Wrist,35,0.372183,9.60315,2.980247
Wrist,36,0.363832,9.589107,2.991973
Wrist,37,0.261115,9.546108,2.930594
Wrist,38,0.300777,9.626806,2.837783
Wrist,39,0.247922,9.695845,2.797224
Wrist,40,0.243672,9.608689,2.707491
Wrist,41,0.204562,9.63788,2.673798
Wrist,42,0.219394,9.688578,2.650582
Wrist,43,0.193953,9.695512,2.641699
Wrist,44,0.104145,9.629079,2.607951
Wrist,45,0.141829,9.637997,2.666618
