sensor,sample_index,Acc_X,Acc_Y,Acc_Z
Wrist,0,2.253368,10.776432,3.046776
Wrist,1,2.205289,10.79317,3.016398
Wrist,2,2.268542,10.630636,2.917688
Wrist,3,2.373883,10.484713,2.779814
Wrist,4,2.315803,10.599768,2.774579
Wrist,5,2.244824,10.89741,2.809309
Wrist,6,2.283015,11.016714,2.740749
Wrist,7,2.394602,11.147705,2.655962
Wrist,8,2.52717,11.180343,2.499262
Wrist,9,2.431169,11.297177,2.425522
Wrist,10,2.332062,11.355191,2.372518
Wrist,11,2.356927,11.318837,2.387715
Wrist,12,2.556743,11.04111,2.200431
Wrist,13,2.571179,10.794307,2.13892
Wrist,14,2.706324,10.628163,2.000677
Wrist,15,2.953982,10.679516,1.856579
Wrist,16,3.263821,10.697879,1.613762
Wrist,17,3.26633,10.971298,1.695268
Wrist,18,3.264436,11.09301,1.684726
Wrist,19,3.204522,11.107667,1.658586
Wrist,20,3.06741,11.13071,1.859239
Wrist,21,2.903143,11.30311,1.972779
Wrist,22,3.052808,11.196507,1.943664
Wrist,23,3.284298,10.703834,1.835302
Wrist,24,3.594675,10.22334,1.797899
Wrist,25,3.931923,9.773865,1.708156
Wrist,26,4.25948,9.386554,1.495461
Wrist,27,4.253174,9.532833,1.51289
Wrist,28,4.222231,9.8612,1.593588
Wrist,29,4.077103,9.500633,1.510442
Wrist,30,3.894987,9.381789,1.499072
Wrist,31,3.914624,9.017162,1.493915
Wrist,32,3.938339,8.716067,1.447855
Wrist,33,4.139006,7.874143,1.202383
Wrist,34,4.209742,7.061944,1.067854
Wrist,35,4.291599,6.405203,0.978644
Wrist,36,4.259798,5.676579,0.914096
Wrist,37,4.029986,5.103683,0.997495
Wrist,38,4.032788,4.89315,1.056114
Wrist,39,3.906458,4.465311,0.933915
Wrist,40,3.810198,4.484009,0.936913
Wrist,41,3.813942,5.122959,1.105206
Wrist,42,3.99559,5.43056,1.065854
Wrist,43,3.893012,5.715635,1.096626
Wrist,44,3.829288,6.032459,1.110933
Wrist,45,3.847115,6.328639,1.219406
Wrist,46,3.810574,6.486601,1.221659
Wrist,47,3.801636,6.551065,1.303358
Wrist,48,3.708977,6.958309,1.465337
Wrist,49,3.726705,7.039781,1.476171
Wrist,50,3.830199,7.092055,1.436156
Wrist,51,3.972856,7.207394,1.388544
Wrist,52,4.063516,7.453283,1.499107
Wrist,53,4.137308,7.775707,1.530936
Wrist,54,4.31638,7.928543,1.487773
Wrist,55,4.509472,8.062894,1.445774
Wrist,56,4.716079,8.235759,1.366774
Wrist,57,4.802473,8.281608,1.257952
Wrist,58,4.863755,8.277038,1.168066
Wrist,59,4.831148,8.453666,1.165898
Wrist,60,4.898569,8.612972,1.130604
Wrist,61,4.800472,8.702231,1.060213
Wrist,62,4.754224,8.866877,1.03641
Wrist,63,4.743309,9.128818,1.093075
Wrist,64,4.751687,9.054404,1.054676
Wrist,65,4.69835,9.088675,1.062398
Wrist,66,4.619471,9.100353,1.073478
Wrist,67,4.586309,9.082233,1.072626
Wrist,68,4.541388,9.051142,1.057741
Wrist,69,4.424056,9.057332,1.076399
Wrist,70,4.215778,8.92923,1.122397
Wrist,71,4.142899,8.909845,1.200709
Wrist,72,4.194329,8.928149,1.299595
Wrist,73,4.041589,8.786591,1.422793
Wrist,74,3.805879,8.637476,1.508073
Wrist,75,3.574324,8.455142,1.539523
Wrist,76,3.366936,8.328089,1.615035
Wrist,77,3.197514,8.123065,1.537451
Wrist,78,3.045035,7.923449,1.369941
Wrist,79,3.219363,7.726394,1.125534
Wrist,80,3.197054,7.69489,0.944494
Wrist,81,3.137285,7.738382,0.839969
Wrist,82,3.254101,7.693636,0.626071
Wrist,83,3.102429,7.516827,0.566322
Wrist,84,2.978898,7.330589,0.491087
Wrist,85,2.932378,7.294002,0.354357
Wrist,86,3.343369,7.320996,0.286276
Wrist,87,3.622063,7.401435,0.211147
