sensor,sample_index,Acc_X,Acc_Y,Acc_Z
Wrist,0,3.721218,9.415287,2.013502
Wrist,1,3.660608,9.440134,1.990665
Wrist,2,3.566402,9.54768,2.021155
Wrist,3,3.548414,9.510011,2.014679
Wrist,4,3.529395,9.539101,1.945616
Wrist,5,3.43604,9.483865,1.942219
Wrist,6,3.31292,9.481411,1.977371
Wrist,7,3.134434,9.530696,2.003067
Wrist,8,2.970388,9.409376,2.025451
Wrist,9,2.803761,9.336821,2.023848
Wrist,10,2.787366,9.202956,1.920425
Wrist,11,2.831663,8.949472,1.887899
Wrist,12,2.721198,8.722787,1.862813
Wrist,13,2.743542,8.551123,1.851434
Wrist,14,2.757213,8.35123,1.855823
Wrist,15,2.696889,8.147303,1.883824
Wrist,16,2.767644,8.083374,1.821929
Wrist,17,2.738905,7.953953,1.735093
Wrist,18,2.539267,8.171217,1.741475
Wrist,19,2.302434,8.507786,1.800674
Wrist,20,2.146448,8.802213,1.849151
Wrist,21,2.01841,9.079139,1.807911
Wrist,22,1.845636,9.295904,1.843591
Wrist,23,1.812389,9.42976,1.859956
Wrist,24,2.119377,9.210315,1.574183
Wrist,25,2.452207,8.757112,1.364181
Wrist,26,2.775982,8.406259,1.216836
Wrist,27,2.96017,8.217122,1.075479
Wrist,28,3.024352,8.089451,1.018382
Wrist,29,3.12847,8.095831,1.011041
Wrist,30,3.396391,8.230692,0.95994
Wrist,31,3.553878,8.410348,1.00771
Wrist,32,4.029995,8.524576,0.939591
Wrist,33,4.218039,8.623499,1.045236
Wrist,34,4.10885,8.651925,1.330388
Wrist,35,3.967484,8.508225,1.590301
Wrist,36,3.764409,8.624799,1.833246
Wrist,37,3.753907,8.48553,1.875893
Wrist,38,3.703724,8.394326,1.986353
Wrist,39,3.785407,8.452549,1.815801
Wrist,40,4.05939,8.283527,1.691913
Wrist,41,4.037181,8.144927,1.541083
Wrist,42,3.957778,7.974529,1.297824
Wrist,43,4.185724,8.114525,1.116074
Wrist,44,4.391353,8.586436,1.079261
Wrist,45,4.349095,8.873385,1.105213
Wrist,46,4.39668,8.93756,0.945668
Wrist,47,4.423201,9.023978,0.872656
Wrist,48,4.644682,8.949738,0.760275
Wrist,49,4.688603,8.62871,0.663058
Wrist,50,4.545172,8.386148,0.644905
Wrist,51,4.364594,8.097525,0.644534
Wrist,52,4.324441,7.811025,0.480297
Wrist,53,4.055925,7.680427,0.466199
Wrist,54,3.816878,7.673858,0.415992
Wrist,55,3.984488,7.898318,0.348241
Wrist,56,4.028567,8.202725,0.259512
Wrist,57,4.093172,8.423547,0.2143
Wrist,58,4.16544,8.521313,0.218828
Wrist,59,4.272069,8.48422,0.156629
