sensor,sample_index,Acc_X,Acc_Y,Acc_Z
Wrist,0,3.929468,8.827657,2.084549
Wrist,1,4.067163,8.686112,1.862423
Wrist,2,4.182433,8.541659,1.731063
Wrist,3,4.01976,8.258809,1.610891
Wrist,4,3.851888,7.830054,1.461601
Wrist,5,3.781418,7.593647,1.400465
Wrist,6,3.677319,7.378464,1.343886
Wrist,7,3.596428,7.264659,1.40562
Wrist,8,3.568423,7.032958,1.360877
Wrist,9,3.635472,6.584455,1.228505
Wrist,10,3.510281,6.078156,1.090871
Wrist,11,3.57321,5.533127,0.991296
Wrist,12,3.703215,4.985493,1.049948
Wrist,13,3.61409,4.54358,1.118879
Wrist,14,3.450672,4.229578,1.191269
Wrist,15,3.244991,3.928508,1.236729
Wrist,16,3.273786,3.822444,1.34398
Wrist,17,3.070003,3.729025,1.418542
Wrist,18,2.854896,3.918781,1.578389
Wrist,19,2.799969,5.484604,1.864042
Wrist,20,2.870404,7.311917,2.092413
Wrist,21,2.972205,8.050277,1.962086
Wrist,22,2.707299,8.171139,1.714271
Wrist,23,2.077871,7.381948,1.521956
Wrist,24,1.575984,6.555858,1.348129
Wrist,25,1.339927,6.088342,1.390537
Wrist,26,1.291457,5.939195,1.516118
Wrist,27,1.297773,6.026495,1.626371
Wrist,28,1.393699,6.839097,1.905333
Wrist,29,1.296343,8.537495,2.342503
Wrist,30,1.07502,10.238279,2.788284
Wrist,31,0.814197,11.302093,3.037354
Wrist,32,0.611836,11.549669,3.010172
Wrist,33,0.459694,11.213265,2.944004
Wrist,34,0.352458,10.624884,2.843167
Wrist,35,0.495709,9.763025,2.617743
Wrist,36,0.586253,9.083814,2.4228
Wrist,37,0.60628,8.802092,2.43816
Wrist,38,0.576046,8.919877,2.509931
Wrist,39,0.521527,9.627352,2.833734
Wrist,40,0.503094,10.432713,3.177804
Wrist,41,0.612944,10.702288,3.26617
Wrist,42,0.712234,10.635595,3.263944
Wrist,43,0.789891,10.314966,3.205724
Wrist,44,0.991082,9.885131,3.138542
Wrist,45,1.127498,9.4701,3.052592
Wrist,46,1.272463,9.187209,3.081863
Wrist,47,1.288604,9.096477,3.153824
Wrist,48,1.213046,9.047611,3.286145
Wrist,49,1.185907,9.054836,3.413008
Wrist,50,1.24726,8.895626,3.414693
Wrist,51,1.268799,9.018089,3.481383
Wrist,52,1.484042,9.096771,3.4459
Wrist,53,1.625108,9.318217,3.411698
Wrist,54,1.662555,9.355798,3.34955
Wrist,55,1.525537,9.556979,3.724523
Wrist,56,1.448106,11.149433,4.312768
Wrist,57,1.333375,10.685256,4.257726
Wrist,58,1.714464,9.59389,3.284998
Wrist,59,1.81815,9.630658,3.292571
Wrist,60,2.330877,10.084214,3.500788
Wrist,61,2.528563,11.022374,3.339323
Wrist,62,2.255956,11.162898,3.096284
Wrist,63,2.413895,11.312998,2.946005
Wrist,64,2.072398,10.772092,2.776041
Wrist,65,1.899543,10.195613,2.576275
Wrist,66,2.072112,9.506836,2.308533
Wrist,67,2.224998,9.144533,2.272611
Wrist,68,2.2859,9.250825,2.40336
Wrist,69,2.458623,9.606832,2.72036
Wrist,70,2.437107,9.867491,3.016749
Wrist,71,2.409413,9.558393,3.054682
Wrist,72,2.404421,9.291453,3.25167
Wrist,73,2.295093,9.271386,3.638501
Wrist,74,2.271099,8.80708,3.750635
Wrist,75,2.221367,8.606051,3.863013
Wrist,76,2.117968,8.66375,3.993574
Wrist,77,2.1266,9.006342,3.986805
Wrist,78,2.133413,9.355411,4.028976
Wrist,79,2.207155,9.945863,3.889804
Wrist,80,2.393726,10.130297,3.712597
Wrist,81,2.436562,10.430548,3.45269
Wrist,82,2.234067,10.474496,3.246026
Wrist,83,2.030215,11.004316,3.283465
Wrist,84,1.741067,11.928515,3.580606
Wrist,85,1.63816,12.191686,3.486006
Wrist,86,1.785618,11.861655,3.300367
Wrist,87,1.778223,11.676703,3.22735
Wrist,88,1.925011,11.332606,3.136721
Wrist,89,2.173738,11.037166,3.057875
Wrist,90,2.35237,10.71376,2.957931
Wrist,91,2.523325,10.622198,2.951388
Wrist,92,2.574731,10.685875,3.129195
Wrist,93,2.504833,10.554338,3.157923
Wrist,94,2.500294,10.333044,3.100976
Wrist,95,2.574414,10.384593,3.099087
Wrist,96,2.625585,10.318745,3.149255
Wrist,97,2.780594,10.293016,3.071537
Wrist,98,2.835032,10.222678,3.051007
Wrist,99,2.842693,10.167676,2.928761
Wrist,100,2.772753,10.230559,2.838312
Wrist,101,2.712394,10.047378,2.661254
Wrist,102,2.852448,9.990634,2.468861
Wrist,103,2.863199,9.899715,2.453723
Wrist,104,2.870468,9.850619,2.434693
Wrist,105,3.001938,9.662583,2.30357
Wrist,106,3.168146,9.326561,2.117754
Wrist,107,3.407434,9.41683,2.043227
Wrist,108,3.27013,9.635142,2.206252
Wrist,109,3.190655,9.804748,2.353161
Wrist,110,3.215165,9.768135,2.475566
Wrist,111,3.148653,9.62634,2.505562
Wrist,112,3.137643,9.29787,2.521065
Wrist,113,3.351154,8.905954,2.428471
Wrist,114,3.484075,8.441675,2.386539
Wrist,115,3.605737,8.05606,2.297085
Wrist,116,3.719376,7.574041,2.109667
Wrist,117,3.930457,7.298715,1.933649
Wrist,118,3.965649,7.529206,1.905854
Wrist,119,3.83219,7.778504,1.888818
Wrist,120,3.806642,8.264683,1.809585
Wrist,121,3.789766,8.380472,1.743893
Wrist,122,3.829821,8.362227,1.678817
Wrist,123,3.742154,8.026873,1.549506
Wrist,124,3.70958,7.676372,1.362513
Wrist,125,3.749802,7.405816,1.322488
Wrist,126,3.817937,7.21442,1.252719
Wrist,127,3.841231,6.975746,1.229133
Wrist,128,3.749608,6.928021,1.281612
Wrist,129,3.756985,6.939451,1.357528
Wrist,130,3.832904,6.833372,1.349699
Wrist,131,3.907966,6.74559,1.44709
Wrist,132,3.947147,6.645586,1.462331
