sensor,sample_index,Acc_X,Acc_Y,Acc_Z
Wrist,0,3.487768,8.294582,2.46581
Wrist,1,3.385654,8.298249,2.446943
Wrist,2,3.476673,8.361426,2.364596
Wrist,3,3.379569,8.336084,2.169777
Wrist,4,3.457576,8.305442,1.975927
Wrist,5,3.944685,8.394119,1.83341
Wrist,6,4.071492,8.602222,1.887477
Wrist,7,3.94604,8.768924,2.076653
Wrist,8,3.884315,8.663325,2.282743
Wrist,9,3.64256,8.484488,2.44718
Wrist,10,3.326562,8.381599,2.577907
Wrist,11,3.265845,7.867205,2.338776
Wrist,12,3.365519,7.603036,2.031579
Wrist,13,3.717,7.59727,1.842916
Wrist,14,4.322113,7.593455,1.754069
Wrist,15,4.62482,7.706657,1.768678
Wrist,16,4.666938,7.59125,1.916249
Wrist,17,4.651567,7.213949,2.015842
Wrist,18,4.159325,6.784776,2.146021
Wrist,19,3.778308,6.56421,2.212467
Wrist,20,3.8329,6.593535,2.100051
Wrist,21,4.375979,6.831817,1.890754
Wrist,22,4.398392,7.199375,1.768376
Wrist,23,4.248531,7.317208,1.766575
Wrist,24,4.205086,7.125962,1.617632
Wrist,25,4.226709,7.087677,1.575834
Wrist,26,4.188356,7.004432,1.452123
Wrist,27,3.9971,6.916256,1.340901
Wrist,28,3.809839,6.905253,1.155338
Wrist,29,3.630135,7.001447,0.984834
Wrist,30,3.785341,7.058131,0.820764
Wrist,31,4.190268,7.179849,0.633542
Wrist,32,4.176839,7.137965,0.650975
Wrist,33,4.451334,6.997767,0.502348
Wrist,34,4.827217,6.938178,0.387065
Wrist,35,4.90421,7.141937,0.785509
Wrist,36,4.766082,7.291015,1.111493
Wrist,37,4.322461,7.596353,1.480446
Wrist,38,3.835154,8.130582,2.015316
Wrist,39,3.804264,8.754279,2.431279
Wrist,40,4.004955,8.98969,2.616404
Wrist,41,4.209901,9.176694,2.715254
Wrist,42,4.193899,8.95047,2.696094
Wrist,43,4.207956,8.316676,2.590997
Wrist,44,4.215802,7.602628,2.38234
Wrist,45,4.112422,7.048381,2.321632
Wrist,46,4.011561,6.897137,2.37962
Wrist,47,3.918327,7.230494,2.714106
Wrist,48,3.627163,8.095877,3.036519
Wrist,49,3.272957,9.223523,3.416952
Wrist,50,3.348656,10.217695,3.771145
Wrist,51,3.513944,11.170847,4.097984
Wrist,52,3.47107,11.39014,4.227602
Wrist,53,3.262049,11.382593,4.129262
Wrist,54,3.083617,11.152154,4.099096
Wrist,55,2.896317,10.717504,3.941826
Wrist,56,2.747163,10.632605,3.836846
Wrist,57,2.53898,11.085095,3.883902
Wrist,58,2.48315,11.429586,3.833166
Wrist,59,2.605318,11.852782,3.905154
Wrist,60,2.609728,12.192714,3.999469
Wrist,61,2.591621,12.562539,4.057095
Wrist,62,2.409995,12.751955,4.158871
Wrist,63,2.29145,12.707122,4.06615
Wrist,64,2.139929,12.394845,3.939745
Wrist,65,2.089795,12.085379,3.78145
Wrist,66,2.072035,11.870974,3.646654
Wrist,67,2.038895,11.688895,3.462056
Wrist,68,1.973693,11.709012,3.414215
Wrist,69,1.918008,11.51579,3.299175
