sensor,sample_index,Acc_X,Acc_Y,Acc_Z
Wrist,0,2.823351,8.108955,0.08419
Wrist,1,2.784955,8.215905,-0.023923
Wrist,2,2.707221,8.198262,0.003643
Wrist,3,2.790674,8.338664,0.041327
Wrist,4,2.894078,8.515712,0.186322
Wrist,5,3.070909,8.667529,0.347733
Wrist,6,3.274179,9.091292,0.66518
Wrist,7,3.363452,9.355573,1.061706
Wrist,8,3.121072,9.427188,1.44856
Wrist,9,3.133187,9.33346,1.680755
Wrist,10,3.21885,9.066705,1.775263
Wrist,11,3.272471,8.734826,1.73553
Wrist,12,3.340445,8.390985,1.69491
Wrist,13,3.5344,8.687645,1.729197
Wrist,14,3.314064,9.33373,1.848335
Wrist,15,3.040235,10.123776,1.746507
Wrist,16,2.922687,10.445857,1.603581
Wrist,17,2.967135,10.846169,1.406203
Wrist,18,2.952478,11.220689,1.283682
Wrist,19,2.885852,11.542084,1.291613
Wrist,20,2.952926,11.714413,1.33928
Wrist,21,2.973433,11.757983,1.358862
Wrist,22,2.79826,11.715094,1.444931
Wrist,23,2.686544,11.642331,1.620579
Wrist,24,2.895498,11.170922,1.689001
Wrist,25,2.883105,10.676343,1.774053
Wrist,26,2.845061,10.455123,1.932496
Wrist,27,2.716107,10.361081,2.105959
Wrist,28,2.685746,10.108931,2.116208
Wrist,29,2.661381,9.933885,2.185153
Wrist,30,2.543445,9.911615,2.208379
Wrist,31,2.365413,9.896409,2.333254
Wrist,32,2.217007,9.863815,2.426475
Wrist,33,2.099607,10.008052,2.422715
Wrist,34,2.16434,9.932242,2.429723
Wrist,35,2.236544,9.983241,2.392372
Wrist,36,2.207482,10.165654,2.459485
Wrist,37,2.071809,10.422474,2.454291
Wrist,38,1.916311,10.689251,2.44777
Wrist,39,1.888965,10.76594,2.515399
Wrist,40,1.884708,10.838893,2.52174
Wrist,41,1.741777,10.816129,2.502948
Wrist,42,1.684993,10.815575,2.543868
Wrist,43,1.561282,10.979629,2.550519
Wrist,44,1.477634,11.005593,2.528777
Wrist,45,1.309543,11.059092,2.614931
Wrist,46,1.213874,11.13203,2.703518
Wrist,47,1.21469,11.074793,2.572136
Wrist,48,1.128931,10.957657,2.596473
Wrist,49,1.100135,10.594598,2.405378
Wrist,50,1.046976,10.544904,2.311995
Wrist,51,0.880979,10.807767,2.542477
Wrist,52,0.882899,11.148343,2.540212
Wrist,53,0.883821,11.076128,2.551784
Wrist,54,1.049847,11.218192,2.567924
Wrist,55,1.199783,10.969905,2.424997
Wrist,56,1.243071,10.6859,2.443012
Wrist,57,1.147494,10.571661,2.464945
Wrist,58,0.963199,10.249858,2.466279
Wrist,59,0.822267,10.09121,2.519391
Wrist,60,0.653308,9.972908,2.539603
Wrist,61,0.459595,9.822912,2.490826
Wrist,62,0.4037,9.615773,2.380247
Wrist,63,0.190056,9.463461,2.301217
Wrist,64,0.161264,9.414819,2.126843
Wrist,65,0.08591,9.407738,2.137868
Wrist,66,0.090811,9.478842,2.051724
Wrist,67,0.077042,9.748861,2.092345
Wrist,68,0.110169,9.936741,2.039766
Wrist,69,0.160351,9.92646,1.955145
Wrist,70,0.146287,9.953607,2.03371
Wrist,71,0.171582,10.068744,2.07561
Wrist,72,0.285322,10.02257,2.112501
Wrist,73,0.326246,9.99563,2.142591
Wrist,74,0.418053,9.860645,2.18912
Wrist,75,0.409823,9.870428,2.257032
Wrist,76,0.412382,9.810587,2.344895
Wrist,77,0.417381,9.750614,2.339709
Wrist,78,0.475011,9.768428,2.393028
Wrist,79,0.436015,9.747627,2.481035
Wrist,80,0.420958,9.729537,2.503254
Wrist,81,0.412002,9.599152,2.48409
Wrist,82,0.380786,9.694059,2.481027
Wrist,83,0.340576,9.731716,2.48875
Wrist,84,0.300894,9.684474,2.436302
Wrist,85,0.330787,9.74468,2.450668
Wrist,86,0.397809,9.667159,2.380938
Wrist,87,0.372687,9.650253,2.334852
Wrist,88,0.329751,9.674226,2.320173
Wrist,89,0.352855,9.777008,2.332518
Wrist,90,0.374952,9.86526,2.325707
Wrist,91,0.434108,9.829666,2.34724
Wrist,92,0.45282,9.732387,2.296645
Wrist,93,0.398047,9.754412,2.316558
Wrist,94,0.38076,9.667258,2.383322
Wrist,95,0.365059,9.722091,2.346008
Wrist,96,0.336875,9.704519,2.392909
Wrist,97,0.376463,9.666354,2.297857
Wrist,98,0.462813,9.747249,2.354308
Wrist,99,0.412087,9.712793,2.354483
Wrist,100,0.387706,9.70983,2.32996
Wrist,101,0.387295,9.737999,2.372227
Wrist,102,0.368114,9.707017,2.369091
Wrist,103,0.365896,9.635335,2.334355
Wrist,104,0.332856,9.74445,2.35203
Wrist,105,0.323079,9.78532,2.357427
Wrist,106,0.282582,9.694447,2.400897
Wrist,107,0.280254,9.707538,2.425971
Wrist,108,0.265333,9.776131,2.411244
Wrist,109,0.293929,9.693548,2.442525
Wrist,110,0.309206,9.666277,2.434988
Wrist,111,0.296822,9.607262,2.452169
Wrist,112,0.291516,9.592114,2.436338
Wrist,113,0.309103,9.594,2.465953
Wrist,114,0.272761,9.675016,2.441953
Wrist,115,0.254622,9.658623,2.45665
Wrist,116,0.282592,9.64829,2.43306
Wrist,117,0.310655,9.638344,2.408056
Wrist,118,0.317261,9.725207,2.434294
Wrist,119,0.292364,9.737432,2.425866
Wrist,120,0.295272,9.724499,2.463706
Wrist,121,0.263058,9.764739,2.434432
Wrist,122,0.249847,9.878457,2.469882
Wrist,123,0.317074,10.045009,2.61111
Wrist,124,0.496042,10.056625,2.674387
Wrist,125,0.809259,10.385706,2.85795
Wrist,126,1.068051,10.684102,3.030528
Wrist,127,0.91244,11.219836,3.042486
Wrist,128,0.925599,12.028501,2.751364
Wrist,129,1.222609,13.745523,2.596027
Wrist,130,2.035111,15.018709,2.468961
Wrist,131,3.360132,15.922588,2.205977
Wrist,132,3.776462,16.315358,2.191245
Wrist,133,3.576074,17.846891,3.079396
Wrist,134,3.295576,19.112982,4.128317
Wrist,135,3.509829,18.146011,4.220646
Wrist,136,3.456189,16.686759,4.299853
Wrist,137,2.969662,15.200791,4.185604
Wrist,138,2.725762,13.219062,4.036614
Wrist,139,2.592433,11.493632,3.921995
Wrist,140,2.691584,9.974699,3.686095
Wrist,141,2.862324,9.450783,3.584856
Wrist,142,2.922515,9.473298,3.601579
Wrist,143,2.683581,9.345379,3.474058
Wrist,144,2.31481,9.383002,3.470158
Wrist,145,2.106779,9.338159,3.368236
Wrist,146,2.020424,9.051849,3.158465
Wrist,147,1.880765,8.498952,2.79882
Wrist,148,1.744603,7.542586,2.445323
Wrist,149,1.769976,6.590204,2.066749
Wrist,150,1.793884,6.2926,2.013731
Wrist,151,1.734414,5.943137,1.935156
Wrist,152,1.612936,5.793745,1.787782
Wrist,153,1.402955,5.78069,1.512056
Wrist,154,1.474367,5.606171,1.306241
Wrist,155,1.841837,5.286304,1.083681
Wrist,156,2.194497,5.319305,0.975581
Wrist,157,2.282231,6.270909,1.096702
Wrist,158,2.038615,7.097709,1.232886
Wrist,159,1.894121,6.493165,0.671782
Wrist,160,1.619591,5.792831,0.21545
Wrist,161,1.54817,4.950413,-0.286681
Wrist,162,1.585262,4.536663,-0.586531
Wrist,163,1.701026,5.002393,-0.627854
Wrist,164,1.946061,6.344439,-0.431105
Wrist,165,1.959823,8.185074,-0.029988
Wrist,166,1.752818,9.659783,0.201605
Wrist,167,1.618535,10.3329,0.427688
Wrist,168,1.647138,10.454907,0.456483
Wrist,169,1.521824,9.651222,0.376272
Wrist,170,1.152931,8.319414,0.093313
Wrist,171,0.718036,6.674719,-0.259797
Wrist,172,0.462038,5.698965,-0.45507
Wrist,173,0.253862,5.836352,-0.291789
Wrist,174,0.256743,7.05904,-0.1613
Wrist,175,0.491124,8.386362,-0.080338
Wrist,176,0.781788,9.633739,0.10291
Wrist,177,0.564179,10.848313,0.633687
Wrist,178,0.283241,11.329657,0.924573
Wrist,179,0.257856,11.163237,0.990605
Wrist,180,0.116238,10.993104,1.07845
Wrist,181,0.197926,10.849105,1.081383
Wrist,182,0.448417,10.374472,0.971157
Wrist,183,0.757846,10.304959,0.946389
Wrist,184,1.206,10.098213,0.956558
Wrist,185,1.404244,9.481621,0.885812
Wrist,186,1.337166,9.179569,1.013824
Wrist,187,1.080126,9.251626,1.346237
Wrist,188,1.100338,9.262927,1.534733
Wrist,189,1.212859,9.34801,1.95763
Wrist,190,1.20358,9.740554,2.236922
Wrist,191,1.329623,10.084916,2.400322
Wrist,192,1.463542,10.317703,2.568852
Wrist,193,1.671516,10.359761,2.641363
Wrist,194,2.008322,10.277661,2.64667
Wrist,195,2.070778,9.972806,2.665945
Wrist,196,2.122067,9.888918,2.7414
Wrist,197,2.025172,9.763117,2.826917
Wrist,198,1.982045,9.587198,2.823546
Wrist,199,2.061823,9.497898,2.795018
Wrist,200,2.564421,11.061477,4.023079
Wrist,201,1.975437,17.366778,6.315837
Wrist,202,4.048772,11.249948,0.998954
Wrist,203,2.440795,9.977869,2.70003
Wrist,204,2.067615,8.525304,2.895579
Wrist,205,2.754013,8.665968,2.876026
Wrist,206,2.368333,9.332778,3.172342
Wrist,207,2.35314,9.065513,2.785992
Wrist,208,2.339402,8.553824,2.577262
Wrist,209,2.098962,8.669394,2.78233
Wrist,210,1.997602,8.698402,2.443755
Wrist,211,1.854538,10.333827,3.079821
Wrist,212,2.072272,10.282155,2.633623
Wrist,213,2.349567,10.152236,2.563177
Wrist,214,2.38686,9.921892,2.641531
Wrist,215,2.251445,9.441952,2.799877
Wrist,216,1.992163,9.174084,2.97123
Wrist,217,1.889165,9.050727,3.123355
Wrist,218,1.945889,9.037737,3.185073
Wrist,219,2.021631,9.007427,3.276255
Wrist,220,2.059963,9.015566,3.295515
Wrist,221,2.058295,9.050443,3.343046
Wrist,222,2.128055,9.192901,3.343741
Wrist,223,2.129172,9.247301,3.27039
