sensor,sample_index,Acc_X,Acc_Y,Acc_Z
Wrist,0,0.899537,9.308987,1.748677
Wrist,1,0.920576,9.448127,1.69416
Wrist,2,0.944149,9.715883,1.79751
Wrist,3,0.919028,9.953007,1.874403
Wrist,4,0.891442,10.01429,1.914795
Wrist,5,0.864065,10.258775,1.900898
Wrist,6,0.960333,10.326537,1.904663
Wrist,7,1.027626,10.283228,1.875816
Wrist,8,1.034784,10.084842,1.810896
Wrist,9,1.058277,10.039266,1.763584
Wrist,10,1.020172,9.905209,1.715369
Wrist,11,0.988912,9.81651,1.758131
Wrist,12,0.837723,9.866979,1.803102
Wrist,13,0.707288,9.818782,1.87663
Wrist,14,0.886852,9.70175,1.914132
Wrist,15,0.877034,9.832214,2.06777
Wrist,16,0.730103,9.825111,2.110768
Wrist,17,0.773376,9.540391,1.982227
Wrist,18,0.691193,9.372199,1.843986
Wrist,19,0.813254,9.47704,1.905575
Wrist,20,0.938077,9.639258,1.887599
Wrist,21,0.920475,9.620561,1.868085
Wrist,22,0.941309,9.594463,1.774697
Wrist,23,0.816983,9.690812,1.861792
Wrist,24,0.646823,9.642849,1.793081
Wrist,25,0.520192,9.608051,1.863961
Wrist,26,0.621693,9.590353,1.828376
Wrist,27,0.759983,9.915385,1.788605
Wrist,28,0.822851,9.894366,1.653641
Wrist,29,0.678279,9.723316,1.679541
Wrist,30,0.615961,9.820227,1.730369
Wrist,31,0.848719,10.423283,2.31636
Wrist,32,0.705246,11.120315,1.849568
Wrist,33,0.543906,10.669355,2.017125
Wrist,34,0.635978,10.603134,2.025385
Wrist,35,0.602231,11.82799,2.094415
Wrist,36,1.332337,11.240697,1.659699
Wrist,37,1.150181,10.672665,1.513576
Wrist,38,1.049358,9.865256,1.838257
Wrist,39,1.015645,9.15882,1.874081
Wrist,40,1.321009,9.527476,2.120767
Wrist,41,1.382914,9.975153,2.313289
Wrist,42,1.351392,9.7954,2.054995
Wrist,43,1.392112,9.887306,2.088898
Wrist,44,1.537098,9.974351,2.142419
Wrist,45,1.249289,9.788904,2.250206
Wrist,46,1.073509,9.40859,2.237332
Wrist,47,1.025678,9.420372,2.309719
Wrist,48,1.014616,9.504946,2.313005
Wrist,49,1.097264,9.54286,2.306495
Wrist,50,1.092298,9.511117,2.256726
Wrist,51,1.114834,9.588942,2.253512
Wrist,52,1.168093,9.702487,2.213759
Wrist,53,1.152675,9.689767,2.191556
Wrist,54,1.146695,9.644181,2.178151
Wrist,55,1.12415,9.682519,2.232582
Wrist,56,1.134127,9.693046,2.206536
Wrist,57,1.143553,9.646128,2.25123
Wrist,58,1.129209,9.633135,2.230074
Wrist,59,1.178315,9.657145,2.212883
Wrist,60,1.189336,9.677611,2.225417
Wrist,61,1.181773,9.753589,2.18367
Wrist,62,1.265245,9.777315,2.211858
Wrist,63,1.304095,9.765774,2.221668
Wrist,64,1.356882,9.743184,2.249227
Wrist,65,1.374557,9.662238,2.305544
Wrist,66,1.429241,9.594428,2.371872
Wrist,67,1.358019,9.539546,2.479359
Wrist,68,1.316371,9.468366,2.541307
Wrist,69,1.339523,9.506957,2.498768
Wrist,70,1.302225,9.475133,2.523315
Wrist,71,1.347729,9.743287,2.370915
Wrist,72,1.454264,9.981941,2.247048
Wrist,73,1.375815,10.073789,2.189406
Wrist,74,1.195524,10.041014,2.035026
Wrist,75,1.028387,9.949451,2.00946
Wrist,76,1.023288,9.956439,2.039527
Wrist,77,0.910212,10.198385,2.081574
Wrist,78,0.872287,11.298742,2.282995
Wrist,79,0.71321,11.724371,2.415394
Wrist,80,1.060729,12.055584,2.227385
Wrist,81,1.292987,12.769325,2.153517
Wrist,82,1.241918,13.181981,2.047479
Wrist,83,1.098443,13.297753,2.070964
Wrist,84,1.277551,13.47155,2.039769
Wrist,85,1.424044,13.353073,2.031299
Wrist,86,1.285488,13.264481,2.130289
Wrist,87,1.339933,12.778646,1.969632
Wrist,88,1.367651,12.686324,2.07093
Wrist,89,1.529292,12.26437,1.889987
Wrist,90,1.701438,11.649619,1.556492
Wrist,91,1.581506,11.338043,1.16752
Wrist,92,1.624899,11.120272,1.05123
Wrist,93,1.387206,11.170224,1.078798
Wrist,94,1.20773,11.429285,1.156972
Wrist,95,1.218761,11.830382,1.295297
Wrist,96,1.341551,11.874511,1.203034
Wrist,97,1.397412,11.407172,1.211952
Wrist,98,1.499958,10.699298,1.184629
Wrist,99,1.568056,9.509622,1.103054
Wrist,100,1.689344,8.439277,1.07799
Wrist,101,1.368034,7.877245,1.228931
Wrist,102,1.366252,7.474041,1.261622
Wrist,103,1.427066,7.522895,1.32742
Wrist,104,1.614233,7.210283,1.243743
Wrist,105,1.806867,6.962854,1.293251
Wrist,106,2.023659,6.593903,1.140996
Wrist,107,2.006145,6.221505,0.947215
