sensor,sample_index,Acc_X,Acc_Y,Acc_Z
Wrist,0,3.733236,8.634369,1.423267
Wrist,1,3.61499,8.787083,1.408368
Wrist,2,3.611379,9.22185,1.459243
Wrist,3,3.538253,9.491069,1.573051
Wrist,4,3.470687,9.550795,1.587085
Wrist,5,3.3439,9.641601,1.622851
Wrist,6,3.05415,9.571675,1.669599
Wrist,7,2.982449,9.434628,1.690743
Wrist,8,3.054358,9.401291,1.814404
Wrist,9,2.97012,9.314468,1.980822
Wrist,10,2.778338,9.229919,2.053531
Wrist,11,2.630678,9.010594,2.126526
Wrist,12,2.737951,8.910762,2.052284
Wrist,13,2.875179,8.893128,2.022953
Wrist,14,2.952523,8.91406,1.892251
Wrist,15,3.066076,9.074783,1.817173
Wrist,16,2.975808,9.146188,1.790429
Wrist,17,2.931859,8.96009,1.594942
Wrist,18,3.315313,8.747917,1.344167
Wrist,19,3.328407,8.63061,1.357028
Wrist,20,3.157147,8.453011,1.355649
Wrist,21,2.929766,8.216272,1.40335
Wrist,22,2.753232,8.111183,1.501797
Wrist,23,2.720631,8.084376,1.682038
Wrist,24,3.266438,8.288414,1.712739
Wrist,25,3.838303,8.497318,1.864591
Wrist,26,4.04326,8.812302,2.040794
Wrist,27,4.014282,8.488604,2.002379
Wrist,28,3.880173,8.258817,2.034814
Wrist,29,3.609344,8.095586,2.052722
Wrist,30,3.408837,7.864699,1.88948
Wrist,31,3.570235,7.833263,1.705649
Wrist,32,3.678827,7.893855,1.578549
Wrist,33,3.990739,8.181791,1.394911
Wrist,34,3.919755,8.568945,1.284331
Wrist,35,3.907476,8.722632,1.11053
Wrist,36,3.961829,9.031133,1.20012
Wrist,37,4.007418,9.243764,1.250947
Wrist,38,4.002273,8.775474,1.042248
Wrist,39,3.792594,8.467253,0.949942
Wrist,40,3.704765,8.305108,0.752654
Wrist,41,4.260375,8.244106,0.354187
Wrist,42,4.570201,8.822792,0.149797
Wrist,43,4.482124,9.290127,0.159589
Wrist,44,4.545973,9.452584,0.042747
Wrist,45,4.468987,9.752065,0.232977
Wrist,46,4.509815,9.903552,0.464155
Wrist,47,4.258154,9.577147,0.578479
Wrist,48,3.726123,9.22148,0.757415
Wrist,49,3.428311,9.100367,0.93669
Wrist,50,3.344627,9.28731,1.117688
Wrist,51,3.114716,9.289872,1.043411
Wrist,52,3.453415,8.983652,0.780995
Wrist,53,3.542699,8.691238,0.408152
Wrist,54,3.32478,8.624127,0.209926
Wrist,55,3.606001,8.775866,0.120476
Wrist,56,3.543178,9.124232,0.296954
Wrist,57,3.500483,9.194476,0.406731
Wrist,58,3.488273,9.04406,0.51225
Wrist,59,3.099601,8.742297,0.542009
Wrist,60,2.996867,8.353236,0.574912
Wrist,61,2.854864,8.076057,0.494805
Wrist,62,2.886837,7.729316,0.317666
Wrist,63,3.218767,7.599609,0.297006
Wrist,64,3.388658,7.953903,0.313312
Wrist,65,3.382731,8.221151,0.428304
