sensor,sample_index,Acc_X,Acc_Y,Acc_Z
Wrist,0,2.265844,8.555169,2.158701
Wrist,1,2.10263,9.167665,2.285512
Wrist,2,1.913192,9.627345,2.377225
Wrist,3,1.84549,10.019494,2.459052
Wrist,4,1.87877,10.504427,2.566875
Wrist,5,2.087098,11.013152,2.707646
Wrist,6,1.919083,11.154006,2.813013
Wrist,7,1.861536,11.213277,2.845115
Wrist,8,1.912689,11.14897,2.930523
Wrist,9,1.889839,11.283034,2.913914
Wrist,10,1.825903,11.462839,2.92319
Wrist,11,1.801971,11.642069,3.004334
Wrist,12,1.749468,11.692416,3.010152
Wrist,13,1.812969,11.638982,2.947922
Wrist,14,1.89999,11.568665,2.890622
Wrist,15,1.968932,11.412477,2.850063
Wrist,16,1.959393,11.257341,2.758583
Wrist,17,1.912288,11.166164,2.74592
Wrist,18,1.829616,11.004839,2.745026
Wrist,19,1.756956,10.719223,2.699927
Wrist,20,1.711064,10.487542,2.655071
Wrist,21,1.6222,10.325013,2.55124
Wrist,22,1.469891,10.213536,2.536057
Wrist,23,1.459086,10.129672,2.527982
Wrist,24,1.42305,10.135415,2.613078
Wrist,25,1.315236,10.0915,2.590351
Wrist,26,1.277298,10.02396,2.686628
Wrist,27,1.243273,9.964278,2.72313
Wrist,28,1.163665,9.772227,2.718171
Wrist,29,1.12083,9.747078,2.622272
Wrist,30,1.082678,9.756198,2.588256
Wrist,31,1.036533,9.682274,2.541651
Wrist,32,1.067035,9.516939,2.373194
Wrist,33,1.043962,9.356546,2.313995
Wrist,34,1.045287,9.432146,2.184994
Wrist,35,1.020387,9.597888,2.148906
Wrist,36,1.042576,9.569505,2.131632
Wrist,37,1.030183,9.398724,2.028901
Wrist,38,1.016061,9.231053,2.008995
Wrist,39,0.993325,9.172428,1.931818
Wrist,40,0.946745,9.235751,1.92687
Wrist,41,0.860967,9.430423,2.043907
Wrist,42,0.971952,9.681249,2.11601
Wrist,43,1.021365,9.98902,2.134509
Wrist,44,1.122899,10.113248,2.195762
Wrist,45,1.14571,9.972215,2.159867
Wrist,46,1.157573,9.719498,2.216014
Wrist,47,1.159254,9.532914,2.211596
Wrist,48,1.191833,9.477383,2.272421
Wrist,49,1.211414,9.474055,2.385024
Wrist,50,1.242485,9.582577,2.406229
Wrist,51,1.364097,9.727947,2.399471
Wrist,52,1.398043,9.86018,2.458981
Wrist,53,1.407106,9.910778,2.398362
Wrist,54,1.445633,9.899376,2.453709
Wrist,55,1.455317,9.775656,2.406341
Wrist,56,1.420395,9.714344,2.357584
Wrist,57,1.367396,9.65128,2.338527
Wrist,58,1.363045,9.567331,2.327122
Wrist,59,1.283249,9.592195,2.318148
Wrist,60,1.268259,9.586594,2.265796
Wrist,61,1.281755,9.535394,2.208086
Wrist,62,1.258346,9.477175,2.128339
Wrist,63,1.18087,9.414245,2.135132
Wrist,64,1.245696,9.539228,2.112512
Wrist,65,1.18161,9.61111,2.066806
Wrist,66,1.149856,9.806479,2.145425
Wrist,67,1.226946,9.885207,2.140926
Wrist,68,1.272139,9.832043,2.073773
Wrist,69,1.260015,9.726733,2.015347
Wrist,70,1.293994,9.569284,1.985334
Wrist,71,1.28184,9.474285,1.954886
Wrist,72,1.332316,9.483301,1.948907
Wrist,73,1.33334,9.532253,1.897886
Wrist,74,1.238097,9.650256,1.955617
Wrist,75,1.288075,9.819945,1.921983
