sensor,sample_index,Acc_X,Acc_Y,Acc_Z
Wrist,0,4.879205,6.681384,0.861487
Wrist,1,4.848103,6.737567,0.849534
Wrist,2,4.829726,6.835412,0.835482
Wrist,3,4.767244,7.155608,0.960616
Wrist,4,4.734921,7.461342,1.000345
Wrist,5,4.743164,7.704683,1.047284
Wrist,6,4.690938,7.82034,1.11887
Wrist,7,4.947966,7.80735,1.16942
Wrist,8,5.064819,7.600437,1.073136
Wrist,9,5.133341,7.274928,0.949438
Wrist,10,5.102167,7.195224,0.958898
Wrist,11,4.988229,7.242482,0.951452
Wrist,12,4.950984,7.581617,0.977879
Wrist,13,4.867275,7.956236,1.014163
Wrist,14,4.736727,8.209897,0.986352
Wrist,15,4.690015,8.615626,1.077229
Wrist,16,4.68401,8.615488,0.975118
Wrist,17,4.728689,8.381587,0.876769
Wrist,18,4.591578,8.299615,0.862745
Wrist,19,4.579522,8.244954,0.86988
Wrist,20,4.600325,8.359081,0.849211
Wrist,21,4.490823,8.449504,0.838353
Wrist,22,4.294268,8.4828,0.824781
Wrist,23,4.097618,8.608186,0.856124
Wrist,24,4.072049,8.66434,0.830756
Wrist,25,4.103453,8.698347,0.810273
Wrist,26,3.973358,8.662218,0.889914
Wrist,27,3.992907,8.531658,0.812509
Wrist,28,3.921947,8.318152,0.824136
Wrist,29,3.810724,8.103402,0.800096
Wrist,30,3.828756,7.944077,0.745493
Wrist,31,3.719393,7.940184,0.726752
Wrist,32,3.606775,7.786219,0.700654
Wrist,33,3.450558,7.664018,0.68832
Wrist,34,3.351552,7.548751,0.626583
Wrist,35,3.245666,7.438736,0.631473
Wrist,36,3.155025,7.427038,0.59358
Wrist,37,3.078753,7.544174,0.528529
Wrist,38,3.043891,7.540101,0.437315
Wrist,39,2.977124,7.697619,0.36981
Wrist,40,3.098721,7.68001,0.207536
Wrist,41,3.150834,7.523513,0.052619
Wrist,42,3.179936,7.426124,0.049915
Wrist,43,3.283467,7.48711,0.164962
Wrist,44,3.300901,7.459163,0.298897
Wrist,45,3.522122,7.303189,0.372326
Wrist,46,3.61259,7.265707,0.430443
Wrist,47,3.45951,7.233928,0.518004
Wrist,48,3.319512,7.300339,0.592015
Wrist,49,3.117555,7.698452,0.749727
Wrist,50,2.838634,8.115319,0.802437
