sensor,sample_index,Acc_X,Acc_Y,Acc_Z
Wrist,0,2.552298,7.466956,-0.171652
Wrist,1,2.802875,7.853481,0.138097
Wrist,2,2.670414,8.951717,0.811195
Wrist,3,2.364826,9.446724,1.164658
Wrist,4,1.895446,8.975368,1.32649
Wrist,5,1.412651,8.593883,1.554054
Wrist,6,0.871434,7.478974,1.431576
Wrist,7,-0.019718,5.826429,1.039138
Wrist,8,-0.452335,5.641357,0.925646
Wrist,9,-0.620275,6.163586,1.302064
Wrist,10,-0.609903,7.313359,1.548313
Wrist,11,-0.225702,8.805343,1.751779
Wrist,12,0.093867,10.102169,2.041705
Wrist,13,0.201148,11.02192,2.202579
Wrist,14,-0.212304,10.994301,2.295207
Wrist,15,-0.692302,10.189853,2.098377
Wrist,16,-0.740939,9.36197,1.87255
Wrist,17,-0.820946,8.926789,1.817099
Wrist,18,-0.806989,8.988168,1.841201
Wrist,19,-0.791706,9.699403,1.969135
Wrist,20,-0.793286,10.358011,2.093855
Wrist,21,-0.696748,10.926406,2.392334
Wrist,22,-0.468974,11.303946,2.631648
Wrist,23,-0.170959,11.21078,2.677203
Wrist,24,0.081269,10.797445,2.607631
Wrist,25,0.134181,10.177861,2.615433
Wrist,26,0.156385,9.643914,2.393669
Wrist,27,0.131342,9.583541,2.544337
Wrist,28,0.175542,9.528902,2.693191
Wrist,29,0.250159,9.523116,2.747908
Wrist,30,0.362303,9.816194,2.875581
Wrist,31,0.382109,9.82387,3.010998
Wrist,32,0.542102,9.552993,2.893881
Wrist,33,0.637215,9.313738,2.837499
Wrist,34,0.774002,9.146053,2.791893
Wrist,35,0.851513,9.420329,2.906646
Wrist,36,0.856597,9.605922,3.036933
Wrist,37,1.034,9.543547,3.084187
Wrist,38,0.956484,9.578789,3.193867
Wrist,39,0.864216,9.670175,3.313638
Wrist,40,0.739108,9.860358,3.474238
Wrist,41,0.739198,9.516309,3.374268
Wrist,42,0.782332,8.972796,3.284057
Wrist,43,0.785737,8.99451,3.305708
Wrist,44,0.958568,9.391427,3.27643
Wrist,45,0.989278,9.573733,3.275976
Wrist,46,0.247605,11.30439,4.988809
Wrist,47,0.145244,15.493678,4.410012
Wrist,48,2.742178,12.061674,2.177293
Wrist,49,0.411206,10.040345,1.727516
Wrist,50,1.657402,10.182202,2.744374
