sensor,sample_index,Acc_X,Acc_Y,Acc_Z
Wrist,0,2.023756,9.318031,2.442469
Wrist,1,2.0108,9.498161,2.505385
Wrist,2,2.164197,9.391065,2.493281
Wrist,3,2.261193,9.375513,2.467147
Wrist,4,2.350525,9.25656,2.481988
Wrist,5,2.338642,9.259512,2.596167
Wrist,6,2.306964,9.062767,2.611583
Wrist,7,2.134886,9.491924,2.902043
Wrist,8,1.546492,15.154605,6.409018
Wrist,9,2.582296,12.097412,1.375183
Wrist,10,2.508524,11.487783,2.330402
Wrist,11,2.777586,10.757039,2.611491
Wrist,12,2.478751,9.627735,2.620316
Wrist,13,2.431966,9.298655,2.748951
Wrist,14,2.402855,8.901937,2.358729
Wrist,15,2.539563,8.385319,2.157049
Wrist,16,2.438529,8.889472,2.401474
Wrist,17,2.412173,9.532728,2.638261
Wrist,18,2.302267,9.701535,2.706941
Wrist,19,2.222049,9.783511,2.753777
Wrist,20,2.190097,9.76256,2.800625
Wrist,21,2.144672,9.774863,2.828585
Wrist,22,2.104092,10.37188,2.97512
Wrist,23,2.136411,10.899649,2.993133
Wrist,24,2.077269,11.133301,3.019437
Wrist,25,1.991002,11.634686,3.087758
Wrist,26,2.204379,12.240334,2.99014
Wrist,27,2.431651,12.357767,2.901295
Wrist,28,2.559747,12.249372,2.811173
Wrist,29,2.598826,12.083526,2.739039
Wrist,30,2.626928,11.798756,2.699125
Wrist,31,2.520794,11.445266,2.570605
Wrist,32,2.424687,11.177544,2.589302
Wrist,33,2.529716,10.990355,2.493375
Wrist,34,2.487244,10.884036,2.422516
Wrist,35,2.513749,10.9782,2.441038
Wrist,36,2.614889,10.893492,2.268726
Wrist,37,2.598552,10.54927,2.089541
Wrist,38,2.543114,10.574972,1.974135
Wrist,39,2.457055,10.771335,1.991463
Wrist,40,2.678447,10.747781,1.815683
Wrist,41,2.79945,10.433268,1.64505
Wrist,42,3.102198,10.139157,1.431583
Wrist,43,3.49849,9.773996,1.203165
Wrist,44,3.579624,9.345422,1.05631
Wrist,45,3.523047,9.015297,0.889712
Wrist,46,3.415714,9.30998,1.068259
Wrist,47,3.328301,9.241705,1.056431
Wrist,48,3.365369,9.024121,0.896956
Wrist,49,3.553558,8.867908,0.764773
Wrist,50,3.608035,8.691679,0.506386
Wrist,51,3.669433,8.70082,0.515416
Wrist,52,3.832579,8.886611,0.524793
Wrist,53,4.094672,8.756158,0.454433
Wrist,54,4.168046,8.233645,0.193716
Wrist,55,4.083737,8.185269,0.321711
Wrist,56,4.281661,7.984939,0.2217
Wrist,57,4.499982,7.614935,0.180389
Wrist,58,4.600771,7.293309,0.114575
Wrist,59,4.560589,7.097406,0.252909
Wrist,60,4.55396,7.145601,0.379737
Wrist,61,4.563561,6.905225,0.354159
Wrist,62,4.593517,6.627567,0.328654
Wrist,63,4.763535,6.389867,0.311127
Wrist,64,4.750301,6.238028,0.324345
Wrist,65,4.750465,6.247914,0.32733
Wrist,66,4.788883,6.177001,0.251503
Wrist,67,4.62351,6.429371,0.357109
Wrist,68,4.647417,6.556593,0.361566
Wrist,69,4.742049,6.562723,0.324518
Wrist,70,4.774743,6.650869,0.262471
Wrist,71,4.864318,6.831484,0.277907
Wrist,72,4.877965,6.904502,0.297815
Wrist,73,4.789877,6.909835,0.325737
Wrist,74,4.72094,6.670803,0.257513
Wrist,75,4.67505,6.585782,0.301567
Wrist,76,4.583204,6.681966,0.30899
Wrist,77,4.569218,6.725975,0.212807
Wrist,78,4.643593,7.09296,0.192429
Wrist,79,4.579645,7.635056,0.205369
Wrist,80,4.580227,7.927958,0.235491
Wrist,81,4.564387,7.927586,0.124384
Wrist,82,4.333623,8.002398,0.173448
Wrist,83,4.292323,8.092898,0.157008
Wrist,84,4.306662,8.155006,0.220353
Wrist,85,4.272132,8.165278,0.17125
Wrist,86,4.180779,8.128211,0.21972
Wrist,87,4.053048,8.24181,0.321677
Wrist,88,4.052508,8.416893,0.434419
Wrist,89,3.84516,8.508924,0.510714
Wrist,90,3.735549,8.730696,0.583537
Wrist,91,3.740353,8.803008,0.550719
Wrist,92,3.739684,8.92506,0.569967
Wrist,93,3.591939,8.911526,0.527794
Wrist,94,3.510256,8.737947,0.408132
Wrist,95,3.337689,8.671166,0.350883
Wrist,96,3.106242,8.771549,0.31375
Wrist,97,2.890326,8.671667,0.240968
Wrist,98,2.733744,8.724674,0.31246
Wrist,99,2.606713,8.956848,0.343199
Wrist,100,2.612612,8.713059,0.268706
Wrist,101,2.518524,8.626675,0.348843
Wrist,102,2.573204,8.544985,0.274618
Wrist,103,2.753674,8.259825,0.104679
Wrist,104,2.65593,8.122252,0.030933
Wrist,105,2.797338,8.259291,0.057251
Wrist,106,3.004693,8.594874,0.292882
Wrist,107,3.521941,8.993965,0.600664
Wrist,108,3.423263,9.309465,1.025039
Wrist,109,2.973329,9.410273,1.397437
Wrist,110,2.670681,9.506476,1.666046
Wrist,111,2.613385,9.331561,1.679064
Wrist,112,2.982445,9.251269,1.505049
Wrist,113,3.520171,8.990848,1.241324
Wrist,114,3.669585,8.786981,1.132157
Wrist,115,3.804398,8.890781,1.217403
Wrist,116,3.964153,9.056323,1.200989
